name,color,deviceType,unit,circuit,savedIndex,,
Sphere Leg 2 p4 (G),65280,LOR,71,5,1252,,
Sphere Leg 2 p4 (B),16711680,LOR,71,6,1253,,
Sphere Leg 2 p5 (R),255,LOR,71,7,1254,,
Sphere Leg 2 p5 (G),65280,LOR,71,8,1255,,
Sphere Leg 2 p5 (B),16711680,LOR,71,9,1256,,
Sphere Leg 2 p6 (R),255,LOR,71,10,1257,,
Sphere Leg 2 p6 (G),65280,LOR,71,11,1258,,
Sphere Leg 2 p6 (B),16711680,LOR,71,12,1259,,
Sphere Leg 3 p1 (R),255,LOR,71,13,1260,,
Sphere Leg 3 p1 (G),65280,LOR,71,14,1261,,
Sphere Leg 3 p1 (B),16711680,LOR,71,15,1262,,
Sphere Leg 3 p2 (R),255,LOR,71,16,1263,,
Sphere Leg 3 p2 (G),65280,LOR,71,17,1264,,
Sphere Leg 3 p2 (B),16711680,LOR,71,18,1265,,
Sphere Leg 3 p3 (R),255,LOR,71,19,1266,,
Sphere Leg 3 p3 (G),65280,LOR,71,20,1267,,
Sphere Leg 3 p3 (B),16711680,LOR,71,21,1268,,
Sphere Leg 3 p4 (R),255,LOR,71,22,1269,,
Sphere Leg 3 p4 (G),65280,LOR,71,23,1270,,
Sphere Leg 3 p4 (B),16711680,LOR,71,24,1271,,
Sphere Leg 3 p5 (R),255,LOR,72,1,1272,,
Sphere Leg 3 p5 (G),65280,LOR,72,2,1273,,
Sphere Leg 3 p5 (B),16711680,LOR,72,3,1274,,
Sphere Leg 3 p6 (R),255,LOR,72,4,1275,,
Sphere Leg 3 p6 (G),65280,LOR,72,5,1276,,
Sphere Leg 3 p6 (B),16711680,LOR,72,6,1277,,
Sphere Leg 4 p1 (R),255,LOR,72,7,1278,,
Sphere Leg 4 p1 (G),65280,LOR,72,8,1279,,
Sphere Leg 4 p1 (B),16711680,LOR,72,9,1280,,
Sphere Leg 4 p2 (R),255,LOR,72,10,1281,,
Sphere Leg 4 p2 (G),65280,LOR,72,11,1282,,
Sphere Leg 4 p2 (B),16711680,LOR,72,12,1283,,
Sphere Leg 4 p3 (R),255,LOR,72,13,1284,,
Sphere Leg 4 p3 (G),65280,LOR,72,14,1285,,
Sphere Leg 4 p3 (B),16711680,LOR,72,15,1286,,
Sphere Leg 4 p4 (R),255,LOR,72,16,1287,,
Sphere Leg 4 p4 (G),65280,LOR,72,17,1288,,
Sphere Leg 4 p4 (B),16711680,LOR,72,18,1289,,
Sphere Leg 4 p5 (R),255,LOR,72,19,1290,,
Sphere Leg 4 p5 (G),65280,LOR,72,20,1291,,
Sphere Leg 4 p5 (B),16711680,LOR,72,21,1292,,
Sphere Leg 4 p6 (R),255,LOR,72,22,1293,,
Sphere Leg 4 p6 (G),65280,LOR,72,23,1294,,
Sphere Leg 4 p6 (B),16711680,LOR,72,24,1295,,
Sphere Leg 5 p1 (R),255,LOR,73,1,1296,,
Sphere Leg 5 p1 (G),65280,LOR,73,2,1297,,
Sphere Leg 5 p1 (B),16711680,LOR,73,3,1298,,
Sphere Leg 5 p2 (R),255,LOR,73,4,1299,,
Sphere Leg 5 p2 (G),65280,LOR,73,5,1300,,
Sphere Leg 5 p2 (B),16711680,LOR,73,6,1301,,
Sphere Leg 5 p3 (R),255,LOR,73,7,1302,,
Sphere Leg 5 p3 (G),65280,LOR,73,8,1303,,
Sphere Leg 5 p3 (B),16711680,LOR,73,9,1304,,
Sphere Leg 5 p4 (R),255,LOR,73,10,1305,,
Sphere Leg 5 p4 (G),65280,LOR,73,11,1306,,
Sphere Leg 5 p4 (B),16711680,LOR,73,12,1307,,
Sphere Leg 5 p5 (R),255,LOR,73,13,1308,,
Sphere Leg 5 p5 (G),65280,LOR,73,14,1309,,
Sphere Leg 5 p5 (B),16711680,LOR,73,15,1310,,
Sphere Leg 5 p6 (R),255,LOR,73,16,1311,,
Sphere Leg 5 p6 (G),65280,LOR,73,17,1312,,
Sphere Leg 5 p6 (B),16711680,LOR,73,18,1313,,
Sphere Leg 6 p1 (R),255,LOR,73,19,1314,,
Sphere Leg 6 p1 (G),65280,LOR,73,20,1315,,
Sphere Leg 6 p1 (B),16711680,LOR,73,21,1316,,
Sphere Leg 6 p2 (R),255,LOR,73,22,1317,,
Sphere Leg 6 p2 (G),65280,LOR,73,23,1318,,
Sphere Leg 6 p2 (B),16711680,LOR,73,24,1319,,
Sphere Leg 6 p3 (R),255,LOR,74,1,1320,,
Sphere Leg 6 p3 (G),65280,LOR,74,2,1321,,
Sphere Leg 6 p3 (B),16711680,LOR,74,3,1322,,
Sphere Leg 6 p4 (R),255,LOR,74,4,1323,,
Sphere Leg 6 p4 (G),65280,LOR,74,5,1324,,
Sphere Leg 6 p4 (B),16711680,LOR,74,6,1325,,
Sphere Leg 6 p5 (R),255,LOR,74,7,1326,,
Sphere Leg 6 p5 (G),65280,LOR,74,8,1327,,
Sphere Leg 6 p5 (B),16711680,LOR,74,9,1328,,
Sphere Leg 6 p6 (R),255,LOR,74,10,1329,,
Sphere Leg 6 p6 (G),65280,LOR,74,11,1330,,
Sphere Leg 6 p6 (B),16711680,LOR,74,12,1331,,
Sphere Leg 7 p1 (R),255,LOR,74,13,1332,,
Sphere Leg 7 p1 (G),65280,LOR,74,14,1333,,
Sphere Leg 7 p1 (B),16711680,LOR,74,15,1334,,
Sphere Leg 7 p2 (R),255,LOR,74,16,1335,,
Sphere Leg 7 p2 (G),65280,LOR,74,17,1336,,
Sphere Leg 7 p2 (B),16711680,LOR,74,18,1337,,
Sphere Leg 7 p3 (R),255,LOR,74,19,1338,,
Sphere Leg 7 p3 (G),65280,LOR,74,20,1339,,
Sphere Leg 7 p3 (B),16711680,LOR,74,21,1340,,
Sphere Leg 7 p4 (R),255,LOR,74,22,1341,,
Sphere Leg 7 p4 (G),65280,LOR,74,23,1342,,
Sphere Leg 7 p4 (B),16711680,LOR,74,24,1343,,
Sphere Leg 7 p5 (R),255,LOR,75,1,1344,,
Sphere Leg 7 p5 (G),65280,LOR,75,2,1345,,
Sphere Leg 7 p5 (B),16711680,LOR,75,3,1346,,
Sphere Leg 7 p6 (R),255,LOR,75,4,1347,,
Sphere Leg 7 p6 (G),65280,LOR,75,5,1348,,
Sphere Leg 7 p6 (B),16711680,LOR,75,6,1349,,
Sphere Leg 8 p1 (R),255,LOR,75,7,1350,,
Sphere Leg 8 p1 (G),65280,LOR,75,8,1351,,
Sphere Leg 8 p1 (B),16711680,LOR,75,9,1352,,
Sphere Leg 8 p2 (R),255,LOR,75,10,1353,,
Sphere Leg 8 p2 (G),65280,LOR,75,11,1354,,
Sphere Leg 8 p2 (B),16711680,LOR,75,12,1355,,
Sphere Leg 8 p3 (R),255,LOR,75,13,1356,,
Sphere Leg 8 p3 (G),65280,LOR,75,14,1357,,
Sphere Leg 8 p3 (B),16711680,LOR,75,15,1358,,
Sphere Leg 8 p4 (R),255,LOR,75,16,1359,,
Sphere Leg 8 p4 (G),65280,LOR,75,17,1360,,
Sphere Leg 8 p4 (B),16711680,LOR,75,18,1361,,
Sphere Leg 8 p5 (R),255,LOR,75,19,1362,,
Sphere Leg 8 p5 (G),65280,LOR,75,20,1363,,
Sphere Leg 8 p5 (B),16711680,LOR,75,21,1364,,
Sphere Leg 8 p6 (R),255,LOR,75,22,1365,,
Sphere Leg 8 p6 (G),65280,LOR,75,23,1366,,
Sphere Leg 8 p6 (B),16711680,LOR,75,24,1367,,
Sphere Leg 9 p1 (R),255,LOR,76,1,1368,,
Sphere Leg 9 p1 (G),65280,LOR,76,2,1369,,
Sphere Leg 9 p1 (B),16711680,LOR,76,3,1370,,
Sphere Leg 9 p2 (R),255,LOR,76,4,1371,,
Sphere Leg 9 p2 (G),65280,LOR,76,5,1372,,
Sphere Leg 9 p2 (B),16711680,LOR,76,6,1373,,
Sphere Leg 9 p3 (R),255,LOR,76,7,1374,,
Sphere Leg 9 p3 (G),65280,LOR,76,8,1375,,
Sphere Leg 9 p3 (B),16711680,LOR,76,9,1376,,
Sphere Leg 9 p4 (R),255,LOR,76,10,1377,,
Sphere Leg 9 p4 (G),65280,LOR,76,11,1378,,
Sphere Leg 9 p4 (B),16711680,LOR,76,12,1379,,
Sphere Leg 9 p5 (R),255,LOR,76,13,1380,,
Sphere Leg 9 p5 (G),65280,LOR,76,14,1381,,
Sphere Leg 9 p5 (B),16711680,LOR,76,15,1382,,
Sphere Leg 9 p6 (R),255,LOR,76,16,1383,,
Sphere Leg 9 p6 (G),65280,LOR,76,17,1384,,
Sphere Leg 9 p6 (B),16711680,LOR,76,18,1385,,
Sphere Leg 10 p1 (R),255,LOR,76,19,1386,,
Sphere Leg 10 p1 (G),65280,LOR,76,20,1387,,
Sphere Leg 10 p1 (B),16711680,LOR,76,21,1388,,
Sphere Leg 10 p2 (R),255,LOR,76,22,1389,,
Sphere Leg 10 p2 (G),65280,LOR,76,23,1390,,
Sphere Leg 10 p2 (B),16711680,LOR,76,24,1391,,
Sphere Leg 10 p3 (R),255,LOR,77,1,1392,,
Sphere Leg 10 p3 (G),65280,LOR,77,2,1393,,
Sphere Leg 10 p3 (B),16711680,LOR,77,3,1394,,
Sphere Leg 10 p4 (R),255,LOR,77,4,1395,,
Sphere Leg 10 p4 (G),65280,LOR,77,5,1396,,
Sphere Leg 10 p4 (B),16711680,LOR,77,6,1397,,
Sphere Leg 10 p5 (R),255,LOR,77,7,1398,,
Sphere Leg 10 p5 (G),65280,LOR,77,8,1399,,
Sphere Leg 10 p5 (B),16711680,LOR,77,9,1400,,
Sphere Leg 10 p6 (R),255,LOR,77,10,1401,,
Sphere Leg 10 p6 (G),65280,LOR,77,11,1402,,
Sphere Leg 10 p6 (B),16711680,LOR,77,12,1403,,
Sphere Leg 11 p1 (R),255,LOR,77,13,1404,,
Sphere Leg 11 p1 (G),65280,LOR,77,14,1405,,
Sphere Leg 11 p1 (B),16711680,LOR,77,15,1406,,
Sphere Leg 11 p2 (R),255,LOR,77,16,1407,,
Sphere Leg 11 p2 (G),65280,LOR,77,17,1408,,
Sphere Leg 11 p2 (B),16711680,LOR,77,18,1409,,
Sphere Leg 11 p3 (R),255,LOR,77,19,1410,,
Sphere Leg 11 p3 (G),65280,LOR,77,20,1411,,
Sphere Leg 11 p3 (B),16711680,LOR,77,21,1412,,
Sphere Leg 11 p4 (R),255,LOR,77,22,1413,,
Sphere Leg 11 p4 (G),65280,LOR,77,23,1414,,
Sphere Leg 11 p4 (B),16711680,LOR,77,24,1415,,
Sphere Leg 11 p5 (R),255,LOR,78,1,1416,,
Sphere Leg 11 p5 (G),65280,LOR,78,2,1417,,
Sphere Leg 11 p5 (B),16711680,LOR,78,3,1418,,
Sphere Leg 11 p6 (R),255,LOR,78,4,1419,,
Sphere Leg 11 p6 (G),65280,LOR,78,5,1420,,
Sphere Leg 11 p6 (B),16711680,LOR,78,6,1421,,
Sphere Leg 12 p1 (R),255,LOR,78,7,1422,,
Sphere Leg 12 p1 (G),65280,LOR,78,8,1423,,
Sphere Leg 12 p1 (B),16711680,LOR,78,9,1424,,
Sphere Leg 12 p2 (R),255,LOR,78,10,1425,,
Sphere Leg 12 p2 (G),65280,LOR,78,11,1426,,
Sphere Leg 12 p2 (B),16711680,LOR,78,12,1427,,
Sphere Leg 12 p3 (R),255,LOR,78,13,1428,,
Sphere Leg 12 p3 (G),65280,LOR,78,14,1429,,
Sphere Leg 12 p3 (B),16711680,LOR,78,15,1430,,
Sphere Leg 12 p4 (R),255,LOR,78,16,1431,,
Sphere Leg 12 p4 (G),65280,LOR,78,17,1432,,
Sphere Leg 12 p4 (B),16711680,LOR,78,18,1433,,
Sphere Leg 12 p5 (R),255,LOR,78,19,1434,,
Sphere Leg 12 p5 (G),65280,LOR,78,20,1435,,
Sphere Leg 12 p5 (B),16711680,LOR,78,21,1436,,
Sphere Leg 12 p6 (R),255,LOR,78,22,1437,,
Sphere Leg 12 p6 (G),65280,LOR,78,23,1438,,
Sphere Leg 12 p6 (B),16711680,LOR,78,24,1439,,
Main Cable Heart - Top Right 1 (Outermost) (R),255,LOR,79,1,1440,,
Main Cable Heart - Top Right 1 (Outermost) (G),65280,LOR,79,2,1441,,
Main Cable Heart - Top Right 1 (Outermost) (B),16711680,LOR,79,3,1442,,
Main Cable Heart - Bottom Right 1 (R),255,LOR,79,4,1443,,
Main Cable Heart - Bottom Right 1 (G),65280,LOR,79,5,1444,,
Main Cable Heart - Bottom Right 1 (B),16711680,LOR,79,6,1445,,
Main Cable Heart - Bottom Left 1 (R),255,LOR,79,7,1446,,
Main Cable Heart - Bottom Left 1 (G),65280,LOR,79,8,1447,,
Main Cable Heart - Bottom Left 1 (B),16711680,LOR,79,9,1448,,
Main Cable Heart - Top Left 1 (R),255,LOR,79,10,1449,,
Main Cable Heart - Top Left 1 (G),65280,LOR,79,11,1450,,
Main Cable Heart - Top Left 1 (B),16711680,LOR,79,12,1451,,
Main Cable Heart - Top Right 3 (R),255,LOR,79,13,1452,,
Main Cable Heart - Top Right 3 (G),65280,LOR,79,14,1453,,
Main Cable Heart - Top Right 3 (B),16711680,LOR,79,15,1454,,
Main Cable Heart - Bottom Right 3 (R),255,LOR,79,16,1455,,
Main Cable Heart - Bottom Right 3 (G),65280,LOR,79,17,1456,,
Main Cable Heart - Bottom Right 3 (B),16711680,LOR,79,18,1457,,
Main Cable Heart - Bottom Left 3 (R),255,LOR,79,19,1458,,
Main Cable Heart - Bottom Left 3 (G),65280,LOR,79,20,1459,,
Main Cable Heart - Bottom Left 3 (B),16711680,LOR,79,21,1460,,
Main Cable Heart - Top Left 3 (R),255,LOR,79,22,1461,,
Main Cable Heart - Top Left 3 (G),65280,LOR,79,23,1462,,
Main Cable Heart - Top Left 3 (B),16711680,LOR,79,24,1463,,
Main Cable Heart - Top Right 2 (R),255,LOR,80,1,1464,,
Main Cable Heart - Top Right 2 (G),65280,LOR,80,2,1465,,
Main Cable Heart - Top Right 2 (B),16711680,LOR,80,3,1466,,
Main Cable Heart - Bottom Right 2 (R),255,LOR,80,4,1467,,
Main Cable Heart - Bottom Right 2 (G),65280,LOR,80,5,1468,,
Main Cable Heart - Bottom Right 2 (B),16711680,LOR,80,6,1469,,
Main Cable Heart - Bottom Left 2 (R),255,LOR,80,7,1470,,
Main Cable Heart - Bottom Left 2 (G),65280,LOR,80,8,1471,,
Main Cable Heart - Bottom Left 2 (B),16711680,LOR,80,9,1472,,
Main Cable Heart - Top Left 2 (R),255,LOR,80,10,1473,,
Main Cable Heart - Top Left 2 (G),65280,LOR,80,11,1474,,
Main Cable Heart - Top Left 2 (B),16711680,LOR,80,12,1475,,
Main Cable Heart - Top Right 4 (R),255,LOR,80,13,1476,,
Main Cable Heart - Top Right 4 (G),65280,LOR,80,14,1477,,
Main Cable Heart - Top Right 4 (B),16711680,LOR,80,15,1478,,
Main Cable Heart - Bottom Right 4 (R),255,LOR,80,16,1479,,
Main Cable Heart - Bottom Right 4 (G),65280,LOR,80,17,1480,,
Main Cable Heart - Bottom Right 4 (B),16711680,LOR,80,18,1481,,
Main Cable Heart - Bottom Left 4 (R),255,LOR,80,19,1482,,
Main Cable Heart - Bottom Left 4 (G),65280,LOR,80,20,1483,,
Main Cable Heart - Bottom Left 4 (B),16711680,LOR,80,21,1484,,
Main Cable Heart - Top Left 4 (Innermost) (R),255,LOR,80,22,1485,,
Main Cable Heart - Top Left 4 (Innermost) (G),65280,LOR,80,23,1486,,
Main Cable Heart - Top Left 4 (Innermost) (B),16711680,LOR,80,24,1487,,
Main Cable Star 1 Top (R),255,LOR,81,1,1488,,
Main Cable Star 1 Top (G),65280,LOR,81,2,1489,,
Main Cable Star 1 Top (B),16711680,LOR,81,3,1490,,
Main Cable Star 1 Top Right (R),255,LOR,81,4,1491,,
Main Cable Star 1 Top Right (G),65280,LOR,81,5,1492,,
Main Cable Star 1 Top Right (B),16711680,LOR,81,6,1493,,
Main Cable Star 1 Bottom Right (R),255,LOR,81,7,1494,,
Main Cable Star 1 Bottom Right (G),65280,LOR,81,8,1495,,
Main Cable Star 1 Bottom Right (B),16711680,LOR,81,9,1496,,
Main Cable Star 1 Bottom Left (R),255,LOR,81,10,1497,,
Main Cable Star 1 Bottom Left (G),65280,LOR,81,11,1498,,
Main Cable Star 1 Bottom Left (B),16711680,LOR,81,12,1499,,
Main Cable Star 1 Top Left  (R),255,LOR,81,13,1500,,
Main Cable Star 1 Top Left  (G),65280,LOR,81,14,1501,,
Main Cable Star 1 Top Left  (B),16711680,LOR,81,15,1502,,
Main Cable Star 1 Center (R),255,LOR,81,16,1503,,
Main Cable Star 1 Center (G),65280,LOR,81,17,1504,,
Main Cable Star 1 Center (B),16711680,LOR,81,18,1505,,
Main Cable Star 2 Top (R),255,LOR,82,1,1506,,
Main Cable Star 2 Top (G),65280,LOR,82,2,1507,,
Main Cable Star 2 Top (B),16711680,LOR,82,3,1508,,
Main Cable Star 2 Top Right (R),255,LOR,82,4,1509,,
Main Cable Star 2 Top Right (G),65280,LOR,82,5,1510,,
Main Cable Star 2 Top Right (B),16711680,LOR,82,6,1511,,
Main Cable Star 2 Bottom Right (R),255,LOR,82,7,1512,,
Main Cable Star 2 Bottom Right (G),65280,LOR,82,8,1513,,
Main Cable Star 2 Bottom Right (B),16711680,LOR,82,9,1514,,
Main Cable Star 2 Bottom Left (R),255,LOR,82,10,1515,,
Main Cable Star 2 Bottom Left (G),65280,LOR,82,11,1516,,
Main Cable Star 2 Bottom Left (B),16711680,LOR,82,12,1517,,
Main Cable Star 2 Top Left (R),255,LOR,82,13,1518,,
Main Cable Star 2 Top Left (G),65280,LOR,82,14,1519,,
Main Cable Star 2 Top Left (B),16711680,LOR,82,15,1520,,
Main Cable Star 2 Center (R),255,LOR,82,16,1521,,
Main Cable Star 2 Center (G),65280,LOR,82,17,1522,,
Main Cable Star 2 Center (B),16711680,LOR,82,18,1523,,
Main Cable Rail 1 (R),255,LOR,83,1,1524,,
Main Cable Rail 1 (G),65280,LOR,83,2,1525,,
Main Cable Rail 1 (B),16711680,LOR,83,3,1526,,
Main Cable Rail 2 (R),255,LOR,83,4,1527,,
Main Cable Rail 2 (G),65280,LOR,83,5,1528,,
Main Cable Rail 2 (B),16711680,LOR,83,6,1529,,
Main Cable Rail 3 (R),255,LOR,83,7,1530,,
Main Cable Rail 3 (G),65280,LOR,83,8,1531,,
Main Cable Rail 3 (B),16711680,LOR,83,9,1532,,
Main Cable Rail 4 (R),255,LOR,83,10,1533,,
Main Cable Rail 4 (G),65280,LOR,83,11,1534,,
Main Cable Rail 4 (B),16711680,LOR,83,12,1535,,
Main Cable Rail 5 (R),255,LOR,83,13,1536,,
Main Cable Rail 5 (G),65280,LOR,83,14,1537,,
Main Cable Rail 5 (B),16711680,LOR,83,15,1538,,
Main Cable Rail 6 (R),255,LOR,83,16,1539,,
Main Cable Rail 6 (G),65280,LOR,83,17,1540,,
Main Cable Rail 6 (B),16711680,LOR,83,18,1541,,
Main Cable Rail 7 (R),255,LOR,83,19,1542,,
Main Cable Rail 7 (G),65280,LOR,83,20,1543,,
Main Cable Rail 7 (B),16711680,LOR,83,21,1544,,
Main Cable Rail 8 (R),255,LOR,83,22,1545,,
Main Cable Rail 8 (G),65280,LOR,83,23,1546,,
Main Cable Rail 8 (B),16711680,LOR,83,24,1547,,
Main Cable Rail 9 (R),255,LOR,84,1,1548,,
Main Cable Rail 9 (G),65280,LOR,84,2,1549,,
Main Cable Rail 9 (B),16711680,LOR,84,3,1550,,
Main Cable Rail 10 (R),255,LOR,84,4,1551,,
Main Cable Rail 10 (G),65280,LOR,84,5,1552,,
Main Cable Rail 10 (B),16711680,LOR,84,6,1553,,
Main Cable Rail 11 (R),255,LOR,84,7,1554,,
Main Cable Rail 11 (G),65280,LOR,84,8,1555,,
Main Cable Rail 11 (B),16711680,LOR,84,9,1556,,
Main Cable Rail 12 (R),255,LOR,84,10,1557,,
Main Cable Rail 12 (G),65280,LOR,84,11,1558,,
Main Cable Rail 12 (B),16711680,LOR,84,12,1559,,
Main Cable Rail 13 (R),255,LOR,84,13,1560,,
Main Cable Rail 13 (G),65280,LOR,84,14,1561,,
Main Cable Rail 13 (B),16711680,LOR,84,15,1562,,
Main Cable Rail 14 (R),255,LOR,84,16,1563,,
Main Cable Rail 14 (G),65280,LOR,84,17,1564,,
Main Cable Rail 14 (B),16711680,LOR,84,18,1565,,
Main Cable Rail 15 (R),255,LOR,84,19,1566,,
Main Cable Rail 15 (G),65280,LOR,84,20,1567,,
Main Cable Rail 15 (B),16711680,LOR,84,21,1568,,
Main Cable Rail 16 (R),255,LOR,84,22,1569,,
Main Cable Rail 16 (G),65280,LOR,84,23,1570,,
Main Cable Rail 16 (B),16711680,LOR,84,24,1571,,
Ornament 1 (R),255,LOR,85,1,1572,,
Ornament 1 (G),65280,LOR,85,2,1573,,
Ornament 1 (B),16711680,LOR,85,3,1574,,
Ornament 2 (R),255,LOR,85,4,1575,,
Ornament 2 (G),65280,LOR,85,5,1576,,
Ornament 2 (B),16711680,LOR,85,6,1577,,
Ornament 3 (R),255,LOR,85,7,1578,,
Ornament 3 (G),65280,LOR,85,8,1579,,
Ornament 3 (B),16711680,LOR,85,9,1580,,
Ornament 4 (R),255,LOR,85,10,1581,,
Ornament 4 (G),65280,LOR,85,11,1582,,
Ornament 4 (B),16711680,LOR,85,12,1583,,
Ornament 5 (R),255,LOR,85,13,1584,,
Ornament 5 (G),65280,LOR,85,14,1585,,
Ornament 5 (B),16711680,LOR,85,15,1586,,
Ornament 6 (R),255,LOR,85,16,1587,,
Ornament 6 (G),65280,LOR,85,17,1588,,
Ornament 6 (B),16711680,LOR,85,18,1589,,
Ornament 7 (R),255,LOR,85,19,1590,,
Ornament 7 (G),65280,LOR,85,20,1591,,
Ornament 7 (B),16711680,LOR,85,21,1592,,
Ornament 8 (R),255,LOR,85,22,1593,,
Ornament 8 (G),65280,LOR,85,23,1594,,
Ornament 8 (B),16711680,LOR,85,24,1595,,
Spiral 1 - Innermost (R),255,LOR,86,1,1596,,
Spiral 1 - Innermost (G),65280,LOR,86,2,1597,,
Spiral 1 - Innermost (B),16711680,LOR,86,3,1598,,
Spiral 2 (R),255,LOR,86,4,1599,,
Spiral 2 (G),65280,LOR,86,5,1600,,
Spiral 2 (B),16711680,LOR,86,6,1601,,
Spiral 3 (R),255,LOR,86,7,1602,,
Spiral 3 (G),65280,LOR,86,8,1603,,
Spiral 3 (B),16711680,LOR,86,9,1604,,
Spiral 4 (R),255,LOR,86,10,1605,,
Spiral 4 (G),65280,LOR,86,11,1606,,
Spiral 4 (B),16711680,LOR,86,12,1607,,
Spiral 5 (R),255,LOR,86,13,1608,,
Spiral 5 (G),65280,LOR,86,14,1609,,
Spiral 5 (B),16711680,LOR,86,15,1610,,
Spiral 6 (R),255,LOR,86,16,1611,,
Spiral 6 (G),65280,LOR,86,17,1612,,
Spiral 6 (B),16711680,LOR,86,18,1613,,
Spiral 7 (R),255,LOR,86,19,1614,,
Spiral 7 (G),65280,LOR,86,20,1615,,
Spiral 7 (B),16711680,LOR,86,21,1616,,
Spiral 8 (R),255,LOR,86,22,1617,,
Spiral 8 (G),65280,LOR,86,23,1618,,
Spiral 8 (B),16711680,LOR,86,24,1619,,
Spiral 9 - Controller 2 (R),255,LOR,87,1,1620,,
Spiral 9 - Controller 2 (G),65280,LOR,87,2,1621,,
Spiral 9 - Controller 2 (B),16711680,LOR,87,3,1622,,
Spiral 10 (R),255,LOR,87,4,1623,,
Spiral 10 (G),65280,LOR,87,5,1624,,
Spiral 10 (B),16711680,LOR,87,6,1625,,
Spiral 11 (R),255,LOR,87,7,1626,,
Spiral 11 (G),65280,LOR,87,8,1627,,
Spiral 11 (B),16711680,LOR,87,9,1628,,
Spiral 12 (R),255,LOR,87,10,1629,,
Spiral 12 (G),65280,LOR,87,11,1630,,
Spiral 12 (B),16711680,LOR,87,12,1631,,
Spiral 13 (R),255,LOR,87,13,1632,,
Spiral 13 (G),65280,LOR,87,14,1633,,
Spiral 13 (B),16711680,LOR,87,15,1634,,
Spiral 14 (R),255,LOR,87,16,1635,,
Spiral 14 (G),65280,LOR,87,17,1636,,
Spiral 14 (B),16711680,LOR,87,18,1637,,
Spiral 15 (R),255,LOR,87,19,1638,,
Spiral 15 (G),65280,LOR,87,20,1639,,
Spiral 15 (B),16711680,LOR,87,21,1640,,
Spiral 16 (R),255,LOR,87,22,1641,,
Spiral 16 (G),65280,LOR,87,23,1642,,
Spiral 16 (B),16711680,LOR,87,24,1643,,
Spiral 17 - Controller 3 (R),255,LOR,88,1,1644,,
Spiral 17 - Controller 3 (G),65280,LOR,88,2,1645,,
Spiral 17 - Controller 3 (B),16711680,LOR,88,3,1646,,
Spiral 18 (R),255,LOR,88,4,1647,,
Spiral 18 (G),65280,LOR,88,5,1648,,
Spiral 18 (B),16711680,LOR,88,6,1649,,
Spiral 19 (R),255,LOR,88,7,1650,,
Spiral 19 (G),65280,LOR,88,8,1651,,
Spiral 19 (B),16711680,LOR,88,9,1652,,
Spiral 20 (R),255,LOR,88,10,1653,,
Spiral 20 (G),65280,LOR,88,11,1654,,
Spiral 20 (B),16711680,LOR,88,12,1655,,
Spiral 21 (R),255,LOR,88,13,1656,,
Spiral 21 (G),65280,LOR,88,14,1657,,
Spiral 21 (B),16711680,LOR,88,15,1658,,
Spiral 22 (R),255,LOR,88,16,1659,,
Spiral 22 (G),65280,LOR,88,17,1660,,
Spiral 22 (B),16711680,LOR,88,18,1661,,
Spiral 23 (R),255,LOR,88,19,1662,,
Spiral 23 (G),65280,LOR,88,20,1663,,
Spiral 23 (B),16711680,LOR,88,21,1664,,
Spiral 24 (R),255,LOR,88,22,1665,,
Spiral 24 (G),65280,LOR,88,23,1666,,
Spiral 24 (B),16711680,LOR,88,24,1667,,
Spiral 25 - Controller 4 (R),255,LOR,89,1,1668,,
Spiral 25 - Controller 4 (G),65280,LOR,89,2,1669,,
Spiral 25 - Controller 4 (B),16711680,LOR,89,3,1670,,
Spiral 26 (R),255,LOR,89,4,1671,,
Spiral 26 (G),65280,LOR,89,5,1672,,
Spiral 26 (B),16711680,LOR,89,6,1673,,
Spiral 27 (R),255,LOR,89,7,1674,,
Spiral 27 (G),65280,LOR,89,8,1675,,
Spiral 27 (B),16711680,LOR,89,9,1676,,
Spiral 28 (R),255,LOR,89,10,1677,,
Spiral 28 (G),65280,LOR,89,11,1678,,
Spiral 28 (B),16711680,LOR,89,12,1679,,
Spiral 29 (R),255,LOR,89,13,1680,,
Spiral 29 (G),65280,LOR,89,14,1681,,
Spiral 29 (B),16711680,LOR,89,15,1682,,
Spiral 30 (R),255,LOR,89,16,1683,,
Spiral 30 (G),65280,LOR,89,17,1684,,
Spiral 30 (B),16711680,LOR,89,18,1685,,
Spiral 31 (R),255,LOR,89,19,1686,,
Spiral 31 (G),65280,LOR,89,20,1687,,
Spiral 31 (B),16711680,LOR,89,21,1688,,
Spiral 32 (R),255,LOR,89,22,1689,,
Spiral 32 (G),65280,LOR,89,23,1690,,
Spiral 32 (B),16711680,LOR,89,24,1691,,
Spiral 33 - Controller 5 (R),255,LOR,90,1,1692,,
Spiral 33 - Controller 5 (G),65280,LOR,90,2,1693,,
Spiral 33 - Controller 5 (B),16711680,LOR,90,3,1694,,
Spiral 34 (R),255,LOR,90,4,1695,,
Spiral 34 (G),65280,LOR,90,5,1696,,
Spiral 34 (B),16711680,LOR,90,6,1697,,
Spiral 35 (R),255,LOR,90,7,1698,,
Spiral 35 (G),65280,LOR,90,8,1699,,
Spiral 35 (B),16711680,LOR,90,9,1700,,
Spiral 36 (R),255,LOR,90,10,1701,,
Spiral 36 (G),65280,LOR,90,11,1702,,
Spiral 36 (B),16711680,LOR,90,12,1703,,
Spiral 37 (R),255,LOR,90,13,1704,,
